Year,Month,Day,Place,Ozone,Dust,Micro_Dust
2016,1,2,관악구,0.013,54.0,35.0
2016,1,2,공항대로,0.007,56.0,27.0
2016,1,2,강서구,0.01,42.0,26.0
2016,1,2,성북구,0.005,54.0,29.0
2016,1,2,성동구,0.005,44.0,27.0
2016,1,2,서초구,0.013,53.0,26.0
2016,1,2,서대문구,0.013,55.0,26.0
2016,1,2,마포구,0.011,45.0,35.0
2016,1,2,동작구,0.015,48.0,34.0
2016,1,2,동대문구,0.007,55.0,33.0
2016,1,2,도산대로,0.007,47.0,26.0
2016,1,2,도봉구,0.004,54.0,31.0
2016,1,2,노원구,0.004,52.0,36.0
2016,1,2,금천구,0.018,52.0,36.0
2016,1,2,구로구,0.012,41.0,27.0
2016,1,2,강남구,0.012,50.0,29.0
2016,1,2,홍릉로,0.004,57.0,44.0
2016,1,2,청계천로,0.005,52.0,19.0
2016,1,2,한강대로,0.006,58.0,30.0
2016,1,2,강북구,0.005,71.0,44.0
2016,1,2,강변북로,0.006,54.0,26.0
2016,1,2,강동구,0.002,56.0,31.0
2016,1,2,강남대로,0.005,68.0,37.0
2016,1,2,중구,0.007,47.0,25.0
2016,1,2,중랑구,0.007,51.0,29.0
2016,1,2,종로구,0.007,53.0,37.0
2016,1,2,천호대로,0.006,52.0,35.0
2016,1,3,강변북로,0.006,93.0,49.0
2016,1,3,강동구,0.002,97.0,56.0
2016,1,3,강남대로,0.007,99.0,66.0
2016,1,3,강남구,0.012,101.0,60.0
2016,1,3,성동구,0.008,98.86111111111111,50.0
2016,1,3,서초구,0.01,114.0,52.0
2016,1,3,마포구,0.017,88.0,68.0
2016,1,3,서대문구,0.017,109.0,53.0
2016,1,3,동대문구,0.013,94.0,59.0
2016,1,3,동작구,0.016,94.0,61.0
2016,1,3,도산대로,0.007,88.0,52.0
2016,1,3,노원구,0.011,87.0,60.0
2016,1,3,동작대로,0.009,118.0,66.0
2016,1,3,도봉구,0.02,83.0,48.0
2016,1,3,영등포구,0.012,119.0,53.0
2016,1,3,영등포로,0.007,126.0,67.0
2016,1,3,용산구,0.01,85.0,62.0
2016,1,3,은평구,0.017,96.0,49.0
2016,1,3,정릉로,0.021,93.0,52.0
2016,1,3,종로,0.01,103.0,55.0
2016,1,3,강북구,0.016,109.0,68.0
2016,1,3,강서구,0.011,98.86111111111111,50.0
2016,1,3,공항대로,0.005,114.0,53.0
2016,1,3,관악구,0.019,96.0,60.0
2016,1,3,광진구,0.009,111.0,80.0
2016,1,3,구로구,0.017,83.0,51.0
2016,1,3,금천구,0.014,96.0,67.0
2016,1,3,송파구,0.011,76.0,44.0
2016,1,3,천호대로,0.006,91.0,61.0
2016,1,3,홍릉로,0.007,97.0,80.0
2016,1,3,한강대로,0.011,104.0,59.0
2016,1,3,청계천로,0.012,96.0,36.0
2016,1,3,중구,0.016,86.0,50.0
2016,1,3,중랑구,0.008,92.0,54.0
2016,1,3,종로구,0.015,98.0,68.0
2016,1,3,성북구,0.013,80.0,50.0
2016,1,3,신촌로,0.007,127.0,51.0
2016,1,3,양천구,0.017,116.0,80.0
2016,1,4,공항대로,0.012,93.0,40.0
2016,1,4,강서구,0.022,25.0,43.0
2016,1,4,강동구,0.003,77.0,38.0
2016,1,4,강변북로,0.014,83.0,40.0
2016,1,4,강남대로,0.012,82.0,50.0
2016,1,4,홍릉로,0.015,74.0,58.0
2016,1,4,강북구,0.03,78.0,48.0
2016,1,4,관악구,0.027,66.0,45.0
2016,1,4,중구,0.026,70.0,38.0
2016,1,4,종로구,0.02,84.0,58.0
2016,1,4,천호대로,0.019,76.0,48.0
2016,1,4,청계천로,0.024,75.0,27.0
2016,1,4,한강대로,0.018,83.0,45.0
2016,1,4,중랑구,0.024,80.0,45.0
2016,1,4,용산구,0.022,66.0,49.0
2016,1,4,양천구,0.021,87.0,62.0
2016,1,4,영등포로,0.017,96.0,50.0
2016,1,4,영등포구,0.017,96.0,43.0
2016,1,4,정릉로,0.026,79.0,42.0
2016,1,4,은평구,0.029,82.0,46.0
2016,1,4,종로,0.027,83.0,44.0
2016,1,4,화랑로,0.012,26.0,8.0
2016,1,4,신촌로,0.011,104.0,41.0
2016,1,4,송파구,0.03,61.0,35.0
2016,1,4,성북구,0.029,64.0,38.0
2016,1,4,성동구,0.023,33.0,48.0
2016,1,4,서초구,0.021,106.0,43.0
2016,1,4,서대문구,0.027,89.0,43.0
2016,1,4,금천구,0.025,86.0,60.0
2016,1,4,강남구,0.03,83.0,47.0
2016,1,4,광진구,0.026,85.0,61.0
2016,1,4,도봉구,0.041,68.0,41.0
2016,1,4,노원구,0.03,72.0,46.0
2016,1,4,구로구,0.025,77.0,42.0
2016,1,4,동대문구,0.025,76.0,46.0
2016,1,4,도산대로,0.016,72.0,41.0
2016,1,4,동작구,0.028,70.0,51.0
2016,1,4,동작대로,0.015,91.0,51.0
2016,1,4,마포구,0.024,74.0,57.0
2016,1,5,도산대로,0.01,32.0,15.0
2016,1,5,금천구,0.015,31.0,18.0
2016,1,5,노원구,0.019,26.0,15.0
2016,1,5,광진구,0.018,29.0,19.0
2016,1,5,구로구,0.015,31.0,16.0
2016,1,5,도봉구,0.027,26.0,12.0
2016,1,5,관악구,0.015,33.0,18.0
2016,1,5,공항대로,0.009,65.0,18.0
2016,1,5,강서구,0.015,38.0,16.0
2016,1,5,강북구,0.019,31.0,18.0
2016,1,5,강변북로,0.011,38.0,16.0
2016,1,5,강동구,0.006,30.0,13.0
2016,1,5,강남대로,0.008,35.0,18.0
2016,1,5,강남구,0.022,33.0,16.0
2016,1,5,종로,0.02,31.0,17.0
2016,1,5,종로구,0.006,29.0,18.0
2016,1,5,중구,0.02,30.0,13.0
2016,1,5,중랑구,0.018,31.0,16.0
2016,1,5,천호대로,0.01,30.0,18.0
2016,1,5,청계천로,0.014,32.0,9.0
2016,1,5,한강대로,0.014,35.0,17.0
2016,1,5,홍릉로,0.012,29.0,20.0
2016,1,5,화랑로,0.011,36.0,14.0
2016,1,5,신촌로,0.009,44.0,17.0
2016,1,5,양천구,0.015,37.0,21.0
2016,1,5,영등포구,0.01,40.0,18.0
2016,1,5,영등포로,0.011,42.0,18.0
2016,1,5,용산구,0.014,26.0,17.0
2016,1,5,은평구,0.017,34.0,15.0
2016,1,5,정릉로,0.016,42.0,21.0
2016,1,5,동대문구,0.017,28.0,14.0
2016,1,5,동작구,0.017,30.0,19.0
2016,1,5,동작대로,0.009,43.0,23.0
2016,1,5,마포구,0.018,26.0,19.0
2016,1,5,서대문구,0.018,37.0,17.0
2016,1,5,서초구,0.013,58.0,17.0
2016,1,5,성동구,0.016,35.0,16.0
2016,1,5,성북구,0.02,29.0,15.0
2016,1,5,송파구,0.021,27.0,13.0
2016,1,6,종로구,0.002,50.0,31.0
2016,1,6,종로,0.008,54.0,23.0
2016,1,6,정릉로,0.009,67.0,33.0
2016,1,6,은평구,0.01,51.0,26.0
2016,1,6,용산구,0.008,43.0,30.0
2016,1,6,영등포로,0.004,69.0,31.0
2016,1,6,영등포구,0.006,63.0,28.0
2016,1,6,양천구,0.008,59.0,36.0
2016,1,6,신촌로,0.004,68.0,28.0
2016,1,6,동작대로,0.005,67.0,35.0
2016,1,6,서대문구,0.008,57.0,27.0
2016,1,6,마포구,0.006,43.0,30.0
2016,1,6,성동구,0.007,61.0,28.0
2016,1,6,성북구,0.008,57.0,28.0
2016,1,6,송파구,0.007,57.0,27.0
2016,1,6,서초구,0.006,68.0,26.0
2016,1,6,중랑구,0.011,60.0,33.0
2016,1,6,화랑로,0.004,64.0,30.0
2016,1,6,한강대로,0.005,60.0,32.0
2016,1,6,홍릉로,0.004,54.0,39.0
2016,1,6,중구,0.008,63.0,24.0
2016,1,6,천호대로,0.003,58.0,29.0
2016,1,6,청계천로,0.005,51.0,16.0
2016,1,6,관악구,0.009,51.0,30.0
2016,1,6,광진구,0.007,59.0,37.0
2016,1,6,구로구,0.008,49.0,27.0
2016,1,6,금천구,0.007,53.0,33.0
2016,1,6,노원구,0.008,46.0,29.0
2016,1,6,도봉구,0.012,48.0,25.0
2016,1,6,도산대로,0.006,53.0,26.0
2016,1,6,동대문구,0.007,56.0,28.0
2016,1,6,동작구,0.009,49.0,34.0
2016,1,6,강남구,0.009,61.0,29.0
2016,1,6,강남대로,0.003,67.0,34.0
2016,1,6,강동구,0.004,66.0,31.0
2016,1,6,강변북로,0.007,63.0,29.0
2016,1,6,강북구,0.008,55.0,33.0
2016,1,6,강서구,0.005,63.0,27.0
2016,1,6,공항대로,0.004,79.0,30.0
2016,1,7,강남대로,0.008,44.0,22.0
2016,1,7,강남구,0.021,41.0,19.0
2016,1,7,강변북로,0.011,47.0,19.0
2016,1,7,공항대로,0.008,67.0,24.0
2016,1,7,강서구,0.013,47.0,20.0
2016,1,7,강북구,0.018,35.0,21.0
2016,1,7,강동구,0.009,48.0,23.0
2016,1,7,중랑구,0.016,42.0,21.0
2016,1,7,정릉로,0.02,47.0,15.0
2016,1,7,은평구,0.017,40.0,19.0
2016,1,7,용산구,0.014,31.0,21.0
2016,1,7,종로,0.019,38.0,18.0
2016,1,7,영등포로,0.011,50.0,22.0
2016,1,7,신촌로,0.008,52.0,20.0
2016,1,7,양천구,0.013,44.0,25.0
2016,1,7,영등포구,0.011,48.0,21.0
2016,1,7,마포구,0.016,31.0,21.0
2016,1,7,동작대로,0.009,50.0,28.0
2016,1,7,동작구,0.017,33.0,22.0
2016,1,7,송파구,0.021,36.0,17.0
2016,1,7,성북구,0.018,38.0,17.0
2016,1,7,성동구,0.015,43.0,20.0
2016,1,7,서초구,0.013,52.0,20.0
2016,1,7,서대문구,0.016,43.0,20.0
2016,1,7,도산대로,0.011,38.0,20.0
2016,1,7,화랑로,0.01,49.0,22.0
2016,1,7,한강대로,0.012,46.0,24.0
2016,1,7,청계천로,0.014,37.0,11.0
2016,1,7,천호대로,0.01,42.0,25.0
2016,1,7,종로구,0.006,37.0,23.0
2016,1,7,중구,0.016,39.0,19.0
2016,1,7,홍릉로,0.01,37.0,26.0
2016,1,7,금천구,0.015,38.0,23.0
2016,1,7,도봉구,0.029,33.0,16.0
2016,1,7,노원구,0.015,36.0,22.0
2016,1,7,동대문구,0.017,39.0,19.0
2016,1,7,광진구,0.017,37.0,23.0
2016,1,7,관악구,0.017,39.0,22.0
2016,1,7,구로구,0.016,36.0,18.0
2016,1,8,서대문구,0.017,34.0,16.0
2016,1,8,영등포로,0.009,42.0,18.0
2016,1,8,마포구,0.015,25.0,17.0
2016,1,8,동작대로,0.011,48.0,26.0
2016,1,8,동작구,0.015,29.0,15.0
2016,1,8,동대문구,0.013,36.0,18.0
2016,1,8,도산대로,0.011,34.0,16.0
2016,1,8,도봉구,0.02,30.0,15.0
2016,1,8,용산구,0.014,24.0,17.0
2016,1,8,금천구,0.013,33.0,19.0
2016,1,8,구로구,0.014,30.0,16.0
2016,1,8,광진구,0.014,36.0,22.0
2016,1,8,관악구,0.014,35.0,20.0
2016,1,8,화랑로,0.007,47.0,21.0
2016,1,8,홍릉로,0.009,35.0,24.0
2016,1,8,한강대로,0.012,39.0,20.0
2016,1,8,노원구,0.012,31.0,35.0
2016,1,8,청계천로,0.013,32.0,10.0
2016,1,8,영등포구,0.009,38.0,18.0
2016,1,8,양천구,0.013,35.0,19.0
2016,1,8,신촌로,0.007,46.0,17.0
2016,1,8,송파구,0.016,35.0,17.0
2016,1,8,성북구,0.015,34.0,13.0
2016,1,8,성동구,0.014,35.0,16.0
2016,1,8,서초구,0.012,48.0,18.0
2016,1,8,강동구,0.008,40.0,19.0
2016,1,8,은평구,0.017,35.0,16.0
2016,1,8,강북구,0.015,32.0,20.0
2016,1,8,강변북로,0.01,40.0,16.0
2016,1,8,공항대로,0.006,73.0,22.0
2016,1,8,강서구,0.013,38.0,16.0
2016,1,8,강남대로,0.008,45.0,21.0
2016,1,8,강남구,0.02,33.0,16.0
2016,1,8,종로구,0.006,34.0,22.0
2016,1,8,중구,0.017,32.0,14.0
2016,1,8,정릉로,0.013,39.0,21.0
2016,1,8,종로,0.018,34.0,17.0
2016,1,8,중랑구,0.016,33.0,18.0
2016,1,8,천호대로,0.007,45.0,20.0
2016,1,9,한강대로,0.011,44.0,23.0
2016,1,9,화랑로,0.006,50.0,23.0
2016,1,9,동작대로,0.012,50.0,28.0
2016,1,9,마포구,0.015,28.0,20.0
2016,1,9,홍릉로,0.009,37.0,26.0
2016,1,9,중구,0.016,34.0,17.0
2016,1,9,종로구,0.005,35.0,22.0
2016,1,9,청계천로,0.012,33.0,10.0
2016,1,9,중랑구,0.014,37.0,19.0
2016,1,9,천호대로,0.008,40.0,20.0
2016,1,9,종로,0.016,35.0,17.0
2016,1,9,은평구,0.009,33.0,19.0
2016,1,9,정릉로,0.014,41.0,22.0
2016,1,9,노원구,0.01,36.0,20.0
2016,1,9,관악구,0.014,40.0,23.0
2016,1,9,공항대로,0.006,63.0,23.0
2016,1,9,강서구,0.013,40.0,18.0
2016,1,9,강북구,0.015,35.0,22.0
2016,1,9,성동구,0.013,39.0,17.0
2016,1,9,성북구,0.015,37.0,17.0
2016,1,9,송파구,0.017,35.0,16.0
2016,1,9,신촌로,0.007,51.0,20.0
2016,1,9,강변북로,0.009,44.0,18.0
2016,1,9,강동구,0.006,44.0,22.0
2016,1,9,강남대로,0.008,41.0,20.0
2016,1,9,강남구,0.02,35.0,18.0
2016,1,9,광진구,0.015,39.0,25.0
2016,1,9,구로구,0.015,31.0,17.0
2016,1,9,금천구,0.015,35.0,20.0
2016,1,9,용산구,0.013,29.0,20.0
2016,1,9,동작구,0.018,31.0,16.0
2016,1,9,동대문구,0.015,36.0,18.0
2016,1,9,도산대로,0.011,37.0,19.0
2016,1,9,도봉구,0.018,34.0,18.0
2016,1,9,양천구,0.014,39.0,24.0
2016,1,9,영등포구,0.01,42.0,19.0
2016,1,9,영등포로,0.008,47.0,22.0
2016,1,9,서초구,0.012,52.0,19.0
2016,1,9,서대문구,0.016,39.0,19.0
2016,1,10,동작구,0.023,29.0,18.0
2016,1,10,중구,0.023,30.0,16.0
2016,1,10,중랑구,0.024,31.0,18.0
2016,1,10,한강대로,0.015,38.0,21.0
2016,1,10,청계천로,0.02,30.0,10.0
2016,1,10,천호대로,0.013,33.0,25.0
2016,1,10,성동구,0.022,33.0,17.0
2016,1,10,동작대로,0.017,45.0,26.0
2016,1,10,서초구,0.02,42.0,18.0
2016,1,10,서대문구,0.021,34.0,18.0
2016,1,10,마포구,0.02,29.0,21.0
2016,1,10,강서구,0.017,35.0,18.0
2016,1,10,공항대로,0.011,54.0,21.0
2016,1,10,관악구,0.017,38.0,24.0
2016,1,10,광진구,0.022,33.0,24.0
2016,1,10,구로구,0.018,28.0,17.0
2016,1,10,금천구,0.018,33.0,22.0
2016,1,10,노원구,0.02,30.0,12.0
2016,1,10,도봉구,0.029,28.0,15.0
2016,1,10,도산대로,0.016,33.0,18.0
2016,1,10,동대문구,0.022,31.0,17.0
2016,1,10,종로구,0.009,32.0,23.0
2016,1,10,강북구,0.02,32.0,21.0
2016,1,10,강남대로,0.009,40.0,20.0
2016,1,10,강변북로,0.018,36.0,17.0
2016,1,10,강동구,0.013,32.0,17.0
2016,1,10,강남구,0.03,31.0,17.0
2016,1,10,성북구,0.021,32.0,17.0
2016,1,10,송파구,0.028,27.0,14.0
2016,1,10,신촌로,0.009,46.0,20.0
2016,1,10,양천구,0.017,40.0,27.0
2016,1,10,영등포구,0.012,39.0,20.0
2016,1,10,영등포로,0.013,44.0,21.0
2016,1,10,용산구,0.018,28.0,20.0
2016,1,10,은평구,0.022,32.0,17.0
2016,1,10,정릉로,0.017,39.0,21.0
2016,1,10,종로,0.025,35.0,16.0
2016,1,10,화랑로,0.013,35.0,18.0
2016,1,10,홍릉로,0.013,33.0,24.0
2016,1,11,도봉구,0.026,34.0,16.0
2016,1,11,도산대로,0.013,43.0,21.0
2016,1,11,광진구,0.016,43.0,29.0
2016,1,11,구로구,0.016,35.0,20.0
2016,1,11,강남대로,0.009,44.0,22.0
2016,1,11,강남구,0.02,42.0,20.0
2016,1,11,강변북로,0.011,47.0,20.0
2016,1,11,강동구,0.009,42.0,20.0
2016,1,11,강북구,0.02,34.0,21.0
2016,1,11,강서구,0.016,44.0,20.0
2016,1,11,관악구,0.014,43.0,26.0
2016,1,11,공항대로,0.009,69.0,23.0
2016,1,11,금천구,0.015,38.0,22.0
2016,1,11,노원구,0.023,33.0,13.0
2016,1,11,청계천로,0.017,34.0,11.0
2016,1,11,천호대로,0.01,40.0,23.0
2016,1,11,중랑구,0.019,38.0,19.0
2016,1,11,중구,0.019,40.0,20.0
2016,1,11,종로구,0.007,38.0,27.0
2016,1,11,화랑로,0.012,47.0,19.0
2016,1,11,정릉로,0.015,43.0,23.0
2016,1,11,은평구,0.021,40.0,22.0
2016,1,11,용산구,0.014,33.0,21.0
2016,1,11,영등포로,0.011,52.0,23.0
2016,1,11,영등포구,0.01,48.0,21.0
2016,1,11,양천구,0.016,45.0,26.0
2016,1,11,신촌로,0.009,54.0,21.0
2016,1,11,송파구,0.018,39.0,18.0
2016,1,11,성북구,0.02,38.0,18.0
2016,1,11,성동구,0.015,45.0,20.0
2016,1,11,서초구,0.014,59.0,22.0
2016,1,11,서대문구,0.02,43.0,20.0
2016,1,11,마포구,0.017,32.0,22.0
2016,1,11,동작대로,0.012,52.0,30.0
2016,1,11,동작구,0.016,35.0,19.0
2016,1,11,동대문구,0.018,38.0,18.0
2016,1,11,홍릉로,0.012,36.0,25.0
2016,1,11,한강대로,0.014,47.0,24.0
2016,1,11,종로,0.022,41.0,18.0
2016,1,12,한강대로,0.009,57.0,26.0
2016,1,12,천호대로,0.006,51.0,24.0
2016,1,12,중랑구,0.013,54.0,26.0
2016,1,12,중구,0.011,47.0,20.0
2016,1,12,청계천로,0.009,40.0,12.0
2016,1,12,화랑로,0.008,65.0,25.0
2016,1,12,홍릉로,0.009,45.0,30.0
2016,1,12,은평구,0.014,46.0,23.0
2016,1,12,용산구,0.009,37.0,23.0
2016,1,12,영등포로,0.008,60.0,24.0
2016,1,12,영등포구,0.009,56.0,22.0
2016,1,12,양천구,0.013,49.0,27.0
2016,1,12,신촌로,0.006,63.0,23.0
2016,1,12,송파구,0.011,55.0,24.0
2016,1,12,성북구,0.014,51.0,21.0
2016,1,12,성동구,0.01,55.0,22.0
2016,1,12,서초구,0.009,66.0,27.0
2016,1,12,서대문구,0.014,52.0,23.0
2016,1,12,마포구,0.011,37.0,24.0
2016,1,12,동작대로,0.01,62.0,32.0
2016,1,12,동작구,0.012,36.0,20.0
2016,1,12,동대문구,0.013,51.0,22.0
2016,1,12,도산대로,0.008,51.0,22.0
2016,1,12,도봉구,0.021,47.0,20.0
2016,1,12,노원구,0.017,46.0,18.0
2016,1,12,금천구,0.01,43.0,25.0
2016,1,12,구로구,0.012,40.0,19.0
2016,1,12,광진구,0.012,55.0,34.0
2016,1,12,관악구,0.011,46.0,27.0
2016,1,12,강변북로,0.007,59.0,23.0
2016,1,12,공항대로,0.007,71.0,23.0
2016,1,12,강북구,0.016,44.0,24.0
2016,1,12,강서구,0.013,49.0,20.0
2016,1,12,강남대로,0.005,57.0,24.0
2016,1,12,강동구,0.007,61.0,26.0
2016,1,12,강남구,0.011,52.0,22.0
2016,1,12,종로구,0.003,46.0,30.0
2016,1,12,종로,0.013,42.0,18.0
2016,1,12,정릉로,0.016,47.0,25.0
2016,1,13,동작대로,0.013,49.0,27.0
2016,1,13,마포구,0.016,28.0,19.0
2016,1,13,서대문구,0.015,37.0,18.0
2016,1,13,서초구,0.014,54.0,16.0
2016,1,13,성동구,0.012,40.0,20.0
2016,1,13,성북구,0.013,40.0,18.0
2016,1,13,송파구,0.015,39.0,19.0
2016,1,13,신촌로,0.007,48.0,19.0
2016,1,13,양천구,0.015,39.0,23.0
2016,1,13,영등포구,0.011,40.0,19.0
2016,1,13,영등포로,0.01,47.0,22.0
2016,1,13,용산구,0.012,29.0,19.0
2016,1,13,은평구,0.016,35.0,20.0
2016,1,13,정릉로,0.013,46.0,23.0
2016,1,13,종로,0.014,38.0,18.0
2016,1,13,종로구,0.004,38.0,25.0
2016,1,13,화랑로,0.007,51.0,24.0
2016,1,13,천호대로,0.008,39.0,22.0
2016,1,13,중구,0.015,35.0,16.0
2016,1,13,중랑구,0.014,41.0,21.0
2016,1,13,한강대로,0.012,43.0,23.0
2016,1,13,홍릉로,0.008,39.0,27.0
2016,1,13,청계천로,0.011,35.0,11.0
2016,1,13,강북구,0.013,38.0,22.0
2016,1,13,강변북로,0.01,44.0,19.0
2016,1,13,강동구,0.008,47.0,23.0
2016,1,13,강남대로,0.007,45.0,21.0
2016,1,13,강남구,0.016,38.0,19.0
2016,1,13,도봉구,0.017,36.0,17.0
2016,1,13,도산대로,0.011,37.0,20.0
2016,1,13,동대문구,0.012,39.0,19.0
2016,1,13,동작구,0.018,30.0,18.0
2016,1,13,노원구,0.014,35.0,16.0
2016,1,13,금천구,0.015,34.0,22.0
2016,1,13,구로구,0.016,29.0,16.0
2016,1,13,광진구,0.011,45.0,30.0
2016,1,13,관악구,0.015,36.0,24.0
2016,1,13,공항대로,0.007,55.0,23.0
2016,1,13,강서구,0.014,40.0,18.0
2016,1,14,노원구,0.011,39.0,17.0
2016,1,14,도봉구,0.012,39.0,18.0
2016,1,14,도산대로,0.009,55.0,20.0
2016,1,14,동대문구,0.012,46.0,20.0
2016,1,14,동작구,0.014,35.0,18.0
2016,1,14,동작대로,0.012,63.0,29.0
2016,1,14,마포구,0.014,31.0,21.0
2016,1,14,서대문구,0.014,44.0,19.0
2016,1,14,서초구,0.011,51.0,23.0
2016,1,14,청계천로,0.009,42.0,12.0
2016,1,14,천호대로,0.006,53.0,26.0
2016,1,14,홍릉로,0.008,48.0,28.0
2016,1,14,한강대로,0.01,60.0,24.0
2016,1,14,화랑로,0.005,56.0,26.0
2016,1,14,구로구,0.013,40.0,20.0
2016,1,14,금천구,0.012,41.0,23.0
2016,1,14,강북구,0.01,41.0,23.0
2016,1,14,은평구,0.015,37.0,18.0
2016,1,14,강서구,0.01,47.0,20.0
2016,1,14,공항대로,0.005,58.0,24.0
2016,1,14,광진구,0.012,47.0,28.0
2016,1,14,관악구,0.012,42.0,25.0
2016,1,14,강남대로,0.008,57.0,23.0
2016,1,14,강동구,0.007,52.0,24.0
2016,1,14,영등포구,0.009,48.0,21.0
2016,1,14,성동구,0.009,54.0,19.0
2016,1,14,성북구,0.011,44.0,20.0
2016,1,14,송파구,0.012,42.0,19.0
2016,1,14,신촌로,0.007,77.0,22.0
2016,1,14,양천구,0.012,46.0,26.0
2016,1,14,중랑구,0.011,45.0,21.0
2016,1,14,영등포로,0.009,59.0,23.0
2016,1,14,강변북로,0.008,56.0,21.0
2016,1,14,강남구,0.016,49.0,20.0
2016,1,14,정릉로,0.01,52.0,24.0
2016,1,14,종로,0.012,49.0,19.0
2016,1,14,종로구,0.004,43.0,26.0
2016,1,14,중구,0.013,42.0,18.0
2016,1,14,용산구,0.011,33.0,20.0
2016,1,15,동대문구,0.006,57.0,28.0
2016,1,15,도산대로,0.005,53.0,27.0
2016,1,15,도봉구,0.005,56.0,31.0
2016,1,15,노원구,0.006,52.0,22.0
2016,1,15,금천구,0.011,46.0,30.0
2016,1,15,구로구,0.007,41.0,26.0
2016,1,15,광진구,0.005,58.0,41.0
2016,1,15,관악구,0.006,50.0,30.0
2016,1,15,청계천로,0.005,50.0,16.0
2016,1,15,화랑로,0.004,65.0,32.0
2016,1,15,홍릉로,0.004,55.0,39.0
2016,1,15,강남대로,0.005,59.0,30.0
2016,1,15,강남구,0.007,51.0,26.0
2016,1,15,마포구,0.008,41.0,29.0
2016,1,15,동작대로,0.009,62.0,38.0
2016,1,15,동작구,0.01,44.0,27.0
2016,1,15,한강대로,0.007,64.0,31.0
2016,1,15,천호대로,0.003,55.0,36.0
2016,1,15,강북구,0.007,55.0,34.0
2016,1,15,강변북로,0.005,59.0,27.0
2016,1,15,강동구,0.004,59.0,32.0
2016,1,15,서대문구,0.01,48.0,26.0
2016,1,15,중랑구,0.006,53.0,29.0
2016,1,15,정릉로,0.006,58.0,31.0
2016,1,15,용산구,0.007,40.0,28.0
2016,1,15,은평구,0.012,42.0,26.0
2016,1,15,송파구,0.007,51.0,28.0
2016,1,15,신촌로,0.006,69.0,29.0
2016,1,15,양천구,0.006,59.0,38.0
2016,1,15,영등포구,0.003,58.0,28.0
2016,1,15,성동구,0.006,54.0,26.0
2016,1,15,서초구,0.006,48.0,26.0
2016,1,15,성북구,0.007,51.0,29.0
2016,1,15,영등포로,0.004,72.0,31.0
2016,1,15,종로구,0.005,52.0,40.0
2016,1,15,종로,0.006,60.0,25.0
2016,1,15,공항대로,0.003,80.0,38.0
2016,1,15,강서구,0.004,57.0,28.0
2016,1,15,중구,0.008,47.0,24.0
2016,1,16,강서구,0.002,70.0,37.0
2016,1,16,금천구,0.004,73.0,55.0
2016,1,16,강북구,0.004,81.0,52.0
2016,1,16,광진구,0.01,65.0,49.0
2016,1,16,구로구,0.003,60.0,39.0
2016,1,16,정릉로,0.004,76.0,47.0
2016,1,16,종로,0.003,79.0,40.0
2016,1,16,천호대로,0.003,58.0,40.0
2016,1,16,중랑구,0.006,67.0,41.0
2016,1,16,은평구,0.018,58.0,38.0
2016,1,16,청계천로,0.003,67.0,25.0
2016,1,16,도봉구,0.005,77.0,41.0
